Site,Parameter,Date (LST),Year,Month,Day,Hour,Value
Beijing,PM2.5,1/11/2015 19:00,2015,1,11,19,90
Beijing,PM2.5,1/11/2015 2:00,2015,1,11,2,7
Beijing,PM2.5,1/11/2015 20:00,2015,1,11,20,89
Beijing,PM2.5,1/11/2015 21:00,2015,1,11,21,89
Beijing,PM2.5,1/11/2015 22:00,2015,1,11,22,105
Beijing,PM2.5,1/11/2015 23:00,2015,1,11,23,84
Beijing,PM2.5,1/11/2015 3:00,2015,1,11,3,9
Beijing,PM2.5,1/11/2015 4:00,2015,1,11,4,12
Beijing,PM2.5,1/11/2015 5:00,2015,1,11,5,9
Beijing,PM2.5,1/11/2015 6:00,2015,1,11,6,6
Beijing,PM2.5,1/11/2015 7:00,2015,1,11,7,9
Beijing,PM2.5,1/11/2015 8:00,2015,1,11,8,16
Beijing,PM2.5,1/11/2015 9:00,2015,1,11,9,13
Beijing,PM2.5,1/12/2015 0:00,2015,1,12,0,60
Beijing,PM2.5,1/12/2015 1:00,2015,1,12,1,57
Beijing,PM2.5,1/12/2015 10:00,2015,1,12,10,144
Beijing,PM2.5,1/12/2015 11:00,2015,1,12,11,148
Beijing,PM2.5,1/12/2015 12:00,2015,1,12,12,114
Beijing,PM2.5,1/12/2015 13:00,2015,1,12,13,94
Beijing,PM2.5,1/12/2015 14:00,2015,1,12,14,86
Beijing,PM2.5,1/12/2015 15:00,2015,1,12,15,86
Beijing,PM2.5,1/12/2015 16:00,2015,1,12,16,74
Beijing,PM2.5,1/12/2015 17:00,2015,1,12,17,69
Beijing,PM2.5,1/12/2015 18:00,2015,1,12,18,66
Beijing,PM2.5,1/12/2015 19:00,2015,1,12,19,109
Beijing,PM2.5,1/12/2015 2:00,2015,1,12,2,77
Beijing,PM2.5,1/12/2015 20:00,2015,1,12,20,206
Beijing,PM2.5,1/12/2015 21:00,2015,1,12,21,200
Beijing,PM2.5,1/12/2015 22:00,2015,1,12,22,162
Beijing,PM2.5,1/12/2015 23:00,2015,1,12,23,161
Beijing,PM2.5,1/12/2015 3:00,2015,1,12,3,82
Beijing,PM2.5,1/12/2015 4:00,2015,1,12,4,82
Beijing,PM2.5,1/12/2015 5:00,2015,1,12,5,95
Beijing,PM2.5,1/12/2015 6:00,2015,1,12,6,103
Beijing,PM2.5,1/12/2015 7:00,2015,1,12,7,115
Beijing,PM2.5,1/12/2015 8:00,2015,1,12,8,110
Beijing,PM2.5,1/12/2015 9:00,2015,1,12,9,120
Beijing,PM2.5,1/13/2015 0:00,2015,1,13,0,156
Beijing,PM2.5,1/13/2015 1:00,2015,1,13,1,204
Beijing,PM2.5,1/13/2015 10:00,2015,1,13,10,135
Beijing,PM2.5,1/13/2015 11:00,2015,1,13,11,130
Beijing,PM2.5,1/13/2015 12:00,2015,1,13,12,132
Beijing,PM2.5,1/13/2015 13:00,2015,1,13,13,159
Beijing,PM2.5,1/13/2015 14:00,2015,1,13,14,183
Beijing,PM2.5,1/13/2015 15:00,2015,1,13,15,202
Beijing,PM2.5,1/13/2015 16:00,2015,1,13,16,190
Beijing,PM2.5,1/13/2015 17:00,2015,1,13,17,201
Beijing,PM2.5,1/13/2015 18:00,2015,1,13,18,234
Beijing,PM2.5,1/13/2015 19:00,2015,1,13,19,254
Beijing,PM2.5,1/13/2015 2:00,2015,1,13,2,179
Beijing,PM2.5,1/13/2015 20:00,2015,1,13,20,257
Beijing,PM2.5,1/13/2015 21:00,2015,1,13,21,331
Beijing,PM2.5,1/13/2015 22:00,2015,1,13,22,350
Beijing,PM2.5,1/13/2015 23:00,2015,1,13,23,334
Beijing,PM2.5,1/13/2015 3:00,2015,1,13,3,166
Beijing,PM2.5,1/13/2015 4:00,2015,1,13,4,128
Beijing,PM2.5,1/13/2015 5:00,2015,1,13,5,136
Beijing,PM2.5,1/13/2015 6:00,2015,1,13,6,150
Beijing,PM2.5,1/13/2015 7:00,2015,1,13,7,157
Beijing,PM2.5,1/13/2015 8:00,2015,1,13,8,152
Beijing,PM2.5,1/13/2015 9:00,2015,1,13,9,149
Beijing,PM2.5,1/14/2015 0:00,2015,1,14,0,287
Beijing,PM2.5,1/14/2015 1:00,2015,1,14,1,272
Beijing,PM2.5,1/14/2015 10:00,2015,1,14,10,235
Beijing,PM2.5,1/14/2015 11:00,2015,1,14,11,225
Beijing,PM2.5,1/14/2015 12:00,2015,1,14,12,228
Beijing,PM2.5,1/14/2015 13:00,2015,1,14,13,231
Beijing,PM2.5,1/14/2015 14:00,2015,1,14,14,248
Beijing,PM2.5,1/14/2015 15:00,2015,1,14,15,262
Beijing,PM2.5,1/14/2015 16:00,2015,1,14,16,261
Beijing,PM2.5,1/14/2015 17:00,2015,1,14,17,261
Beijing,PM2.5,1/14/2015 18:00,2015,1,14,18,250
Beijing,PM2.5,1/14/2015 19:00,2015,1,14,19,259
Beijing,PM2.5,1/14/2015 2:00,2015,1,14,2,259
Beijing,PM2.5,1/14/2015 20:00,2015,1,14,20,280
Beijing,PM2.5,1/14/2015 21:00,2015,1,14,21,307
Beijing,PM2.5,1/14/2015 22:00,2015,1,14,22,325
Beijing,PM2.5,1/14/2015 23:00,2015,1,14,23,328
Beijing,PM2.5,1/14/2015 3:00,2015,1,14,3,202
Beijing,PM2.5,1/14/2015 4:00,2015,1,14,4,159
Beijing,PM2.5,1/14/2015 5:00,2015,1,14,5,170
Beijing,PM2.5,1/14/2015 6:00,2015,1,14,6,163
Beijing,PM2.5,1/14/2015 7:00,2015,1,14,7,160
Beijing,PM2.5,1/14/2015 8:00,2015,1,14,8,170
Beijing,PM2.5,1/14/2015 9:00,2015,1,14,9,172
Beijing,PM2.5,1/15/2015 0:00,2015,1,15,0,302
Beijing,PM2.5,1/15/2015 1:00,2015,1,15,1,306
Beijing,PM2.5,1/15/2015 11:00,2015,1,15,11,333
Beijing,PM2.5,1/15/2015 12:00,2015,1,15,12,436
Beijing,PM2.5,1/15/2015 13:00,2015,1,15,13,568
Beijing,PM2.5,1/15/2015 14:00,2015,1,15,14,441
Beijing,PM2.5,1/15/2015 15:00,2015,1,15,15,466
Beijing,PM2.5,1/15/2015 16:00,2015,1,15,16,475
Beijing,PM2.5,1/15/2015 17:00,2015,1,15,17,475
Beijing,PM2.5,1/15/2015 18:00,2015,1,15,18,433
Beijing,PM2.5,1/15/2015 19:00,2015,1,15,19,423
Beijing,PM2.5,1/15/2015 2:00,2015,1,15,2,308
Beijing,PM2.5,1/15/2015 20:00,2015,1,15,20,447
Beijing,PM2.5,1/15/2015 21:00,2015,1,15,21,461
Beijing,PM2.5,1/15/2015 22:00,2015,1,15,22,470
Beijing,PM2.5,1/15/2015 23:00,2015,1,15,23,483
Beijing,PM2.5,1/15/2015 3:00,2015,1,15,3,316
Beijing,PM2.5,1/15/2015 4:00,2015,1,15,4,321
Beijing,PM2.5,1/15/2015 5:00,2015,1,15,5,261
Beijing,PM2.5,1/15/2015 6:00,2015,1,15,6,237
Beijing,PM2.5,1/15/2015 7:00,2015,1,15,7,211
Beijing,PM2.5,1/15/2015 8:00,2015,1,15,8,218
Beijing,PM2.5,1/15/2015 9:00,2015,1,15,9,230
Beijing,PM2.5,1/16/2015 0:00,2015,1,16,0,484
Beijing,PM2.5,1/16/2015 1:00,2015,1,16,1,502
Beijing,PM2.5,1/16/2015 10:00,2015,1,16,10,16
Beijing,PM2.5,1/16/2015 11:00,2015,1,16,11,21
Beijing,PM2.5,1/16/2015 12:00,2015,1,16,12,16
Beijing,PM2.5,1/16/2015 13:00,2015,1,16,13,13
Beijing,PM2.5,1/16/2015 14:00,2015,1,16,14,16
Beijing,PM2.5,1/16/2015 15:00,2015,1,16,15,13
Beijing,PM2.5,1/16/2015 16:00,2015,1,16,16,13
Beijing,PM2.5,1/16/2015 17:00,2015,1,16,17,12
Beijing,PM2.5,1/16/2015 18:00,2015,1,16,18,10
Beijing,PM2.5,1/16/2015 19:00,2015,1,16,19,14
Beijing,PM2.5,1/16/2015 2:00,2015,1,16,2,490
Beijing,PM2.5,1/16/2015 20:00,2015,1,16,20,15
Beijing,PM2.5,1/16/2015 21:00,2015,1,16,21,11
Beijing,PM2.5,1/16/2015 22:00,2015,1,16,22,9
Beijing,PM2.5,1/16/2015 23:00,2015,1,16,23,10
Beijing,PM2.5,1/16/2015 3:00,2015,1,16,3,355
Beijing,PM2.5,1/16/2015 4:00,2015,1,16,4,31
Beijing,PM2.5,1/16/2015 5:00,2015,1,16,5,11
Beijing,PM2.5,1/16/2015 6:00,2015,1,16,6,9
Beijing,PM2.5,1/16/2015 7:00,2015,1,16,7,14
Beijing,PM2.5,1/16/2015 8:00,2015,1,16,8,22
Beijing,PM2.5,1/16/2015 9:00,2015,1,16,9,17
Beijing,PM2.5,1/17/2015 0:00,2015,1,17,0,14
Beijing,PM2.5,1/17/2015 1:00,2015,1,17,1,24
Beijing,PM2.5,1/17/2015 10:00,2015,1,17,10,20
Beijing,PM2.5,1/17/2015 11:00,2015,1,17,11,69
Beijing,PM2.5,1/17/2015 12:00,2015,1,17,12,82
Beijing,PM2.5,1/17/2015 13:00,2015,1,17,13,89
Beijing,PM2.5,1/17/2015 14:00,2015,1,17,14,89
Beijing,PM2.5,1/17/2015 15:00,2015,1,17,15,98
Beijing,PM2.5,1/17/2015 16:00,2015,1,17,16,117
Beijing,PM2.5,1/17/2015 17:00,2015,1,17,17,122
Beijing,PM2.5,1/17/2015 18:00,2015,1,17,18,126
Beijing,PM2.5,1/17/2015 19:00,2015,1,17,19,149
Beijing,PM2.5,1/17/2015 2:00,2015,1,17,2,14
Beijing,PM2.5,1/17/2015 20:00,2015,1,17,20,143
Beijing,PM2.5,1/17/2015 21:00,2015,1,17,21,96
Beijing,PM2.5,1/17/2015 22:00,2015,1,17,22,201
Beijing,PM2.5,1/17/2015 23:00,2015,1,17,23,179
Beijing,PM2.5,1/17/2015 3:00,2015,1,17,3,11
Beijing,PM2.5,1/17/2015 4:00,2015,1,17,4,10
Beijing,PM2.5,1/17/2015 5:00,2015,1,17,5,16
Beijing,PM2.5,1/17/2015 6:00,2015,1,17,6,13
Beijing,PM2.5,1/17/2015 7:00,2015,1,17,7,15
Beijing,PM2.5,1/17/2015 8:00,2015,1,17,8,14
Beijing,PM2.5,1/17/2015 9:00,2015,1,17,9,25
Beijing,PM2.5,1/18/2015 0:00,2015,1,18,0,177
Beijing,PM2.5,1/18/2015 1:00,2015,1,18,1,157
Beijing,PM2.5,1/18/2015 10:00,2015,1,18,10,133
Beijing,PM2.5,1/18/2015 11:00,2015,1,18,11,74
Beijing,PM2.5,1/18/2015 12:00,2015,1,18,12,35
Beijing,PM2.5,1/18/2015 13:00,2015,1,18,13,17
Beijing,PM2.5,1/18/2015 14:00,2015,1,18,14,15
Beijing,PM2.5,1/18/2015 15:00,2015,1,18,15,13
Beijing,PM2.5,1/18/2015 16:00,2015,1,18,16,10
Beijing,PM2.5,1/18/2015 17:00,2015,1,18,17,16
Beijing,PM2.5,1/18/2015 18:00,2015,1,18,18,19
Beijing,PM2.5,1/18/2015 19:00,2015,1,18,19,15
Beijing,PM2.5,1/18/2015 2:00,2015,1,18,2,135
Beijing,PM2.5,1/18/2015 20:00,2015,1,18,20,12
Beijing,PM2.5,1/18/2015 21:00,2015,1,18,21,19
Beijing,PM2.5,1/18/2015 22:00,2015,1,18,22,13
Beijing,PM2.5,1/18/2015 23:00,2015,1,18,23,12
Beijing,PM2.5,1/18/2015 3:00,2015,1,18,3,135
Beijing,PM2.5,1/18/2015 4:00,2015,1,18,4,133
Beijing,PM2.5,1/18/2015 5:00,2015,1,18,5,132
Beijing,PM2.5,1/18/2015 6:00,2015,1,18,6,141
Beijing,PM2.5,1/18/2015 7:00,2015,1,18,7,156
Beijing,PM2.5,1/18/2015 8:00,2015,1,18,8,158
Beijing,PM2.5,1/18/2015 9:00,2015,1,18,9,146
Beijing,PM2.5,1/19/2015 0:00,2015,1,19,0,8
Beijing,PM2.5,1/19/2015 1:00,2015,1,19,1,6
Beijing,PM2.5,1/19/2015 10:00,2015,1,19,10,43
Beijing,PM2.5,1/19/2015 11:00,2015,1,19,11,56
Beijing,PM2.5,1/19/2015 12:00,2015,1,19,12,64
Beijing,PM2.5,1/19/2015 13:00,2015,1,19,13,50
Beijing,PM2.5,1/19/2015 14:00,2015,1,19,14,48
Beijing,PM2.5,1/19/2015 15:00,2015,1,19,15,46
Beijing,PM2.5,1/19/2015 16:00,2015,1,19,16,69
Beijing,PM2.5,1/19/2015 17:00,2015,1,19,17,83
Beijing,PM2.5,1/19/2015 18:00,2015,1,19,18,88
Beijing,PM2.5,1/19/2015 19:00,2015,1,19,19,92
Beijing,PM2.5,1/19/2015 2:00,2015,1,19,2,15
Beijing,PM2.5,1/19/2015 20:00,2015,1,19,20,80
Beijing,PM2.5,1/19/2015 21:00,2015,1,19,21,61
Beijing,PM2.5,1/19/2015 22:00,2015,1,19,22,63
Beijing,PM2.5,1/19/2015 23:00,2015,1,19,23,90
Beijing,PM2.5,1/19/2015 3:00,2015,1,19,3,26
Beijing,PM2.5,1/19/2015 4:00,2015,1,19,4,19
Beijing,PM2.5,1/19/2015 5:00,2015,1,19,5,20
Beijing,PM2.5,1/19/2015 6:00,2015,1,19,6,40
Beijing,PM2.5,1/19/2015 7:00,2015,1,19,7,41
Beijing,PM2.5,1/19/2015 8:00,2015,1,19,8,53
Beijing,PM2.5,1/19/2015 9:00,2015,1,19,9,39
Beijing,PM2.5,1/2/2015 0:00,2015,1,2,0,126
Beijing,PM2.5,1/2/2015 1:00,2015,1,2,1,98
Beijing,PM2.5,1/2/2015 10:00,2015,1,2,10,34
Beijing,PM2.5,1/2/2015 11:00,2015,1,2,11,13
Beijing,PM2.5,1/2/2015 12:00,2015,1,2,12,19
Beijing,PM2.5,1/2/2015 13:00,2015,1,2,13,26
Beijing,PM2.5,1/2/2015 14:00,2015,1,2,14,26
Beijing,PM2.5,1/2/2015 15:00,2015,1,2,15,41
Beijing,PM2.5,1/2/2015 16:00,2015,1,2,16,85
Beijing,PM2.5,1/2/2015 17:00,2015,1,2,17,108
Beijing,PM2.5,1/2/2015 18:00,2015,1,2,18,87
Beijing,PM2.5,1/2/2015 19:00,2015,1,2,19,102
Beijing,PM2.5,1/2/2015 2:00,2015,1,2,2,66
Beijing,PM2.5,1/2/2015 20:00,2015,1,2,20,117
Beijing,PM2.5,1/2/2015 21:00,2015,1,2,21,125
Beijing,PM2.5,1/2/2015 22:00,2015,1,2,22,145
Beijing,PM2.5,1/2/2015 23:00,2015,1,2,23,157
Beijing,PM2.5,1/2/2015 3:00,2015,1,2,3,45
Beijing,PM2.5,1/2/2015 4:00,2015,1,2,4,28
Beijing,PM2.5,1/2/2015 5:00,2015,1,2,5,12
Beijing,PM2.5,1/2/2015 6:00,2015,1,2,6,12
Beijing,PM2.5,1/2/2015 7:00,2015,1,2,7,16
Beijing,PM2.5,1/2/2015 8:00,2015,1,2,8,13
Beijing,PM2.5,1/2/2015 9:00,2015,1,2,9,24
Beijing,PM2.5,1/20/2015 0:00,2015,1,20,0,91
Beijing,PM2.5,1/20/2015 1:00,2015,1,20,1,75
Beijing,PM2.5,1/20/2015 10:00,2015,1,20,10,99
Beijing,PM2.5,1/20/2015 11:00,2015,1,20,11,92
Beijing,PM2.5,1/20/2015 12:00,2015,1,20,12,70
Beijing,PM2.5,1/20/2015 13:00,2015,1,20,13,82
Beijing,PM2.5,1/20/2015 14:00,2015,1,20,14,88
Beijing,PM2.5,1/20/2015 15:00,2015,1,20,15,92
Beijing,PM2.5,1/20/2015 16:00,2015,1,20,16,94
Beijing,PM2.5,1/20/2015 17:00,2015,1,20,17,102
Beijing,PM2.5,1/20/2015 18:00,2015,1,20,18,103
Beijing,PM2.5,1/20/2015 19:00,2015,1,20,19,123
Beijing,PM2.5,1/20/2015 2:00,2015,1,20,2,79
Beijing,PM2.5,1/20/2015 20:00,2015,1,20,20,132
Beijing,PM2.5,1/20/2015 21:00,2015,1,20,21,127
Beijing,PM2.5,1/20/2015 22:00,2015,1,20,22,72
Beijing,PM2.5,1/20/2015 23:00,2015,1,20,23,38
Beijing,PM2.5,1/20/2015 3:00,2015,1,20,3,78
Beijing,PM2.5,1/20/2015 4:00,2015,1,20,4,73
Beijing,PM2.5,1/20/2015 5:00,2015,1,20,5,78
Beijing,PM2.5,1/20/2015 6:00,2015,1,20,6,80
Beijing,PM2.5,1/20/2015 7:00,2015,1,20,7,86
Beijing,PM2.5,1/20/2015 8:00,2015,1,20,8,85
Beijing,PM2.5,1/20/2015 9:00,2015,1,20,9,97
Beijing,PM2.5,1/21/2015 0:00,2015,1,21,0,8
Beijing,PM2.5,1/21/2015 1:00,2015,1,21,1,10
Beijing,PM2.5,1/21/2015 10:00,2015,1,21,10,11
Beijing,PM2.5,1/21/2015 11:00,2015,1,21,11,10
Beijing,PM2.5,1/21/2015 12:00,2015,1,21,12,15
Beijing,PM2.5,1/21/2015 13:00,2015,1,21,13,11
Beijing,PM2.5,1/21/2015 14:00,2015,1,21,14,13
Beijing,PM2.5,1/21/2015 15:00,2015,1,21,15,11
Beijing,PM2.5,1/21/2015 16:00,2015,1,21,16,12
Beijing,PM2.5,1/21/2015 17:00,2015,1,21,17,18
Beijing,PM2.5,1/21/2015 18:00,2015,1,21,18,20
Beijing,PM2.5,1/21/2015 19:00,2015,1,21,19,33
Beijing,PM2.5,1/21/2015 2:00,2015,1,21,2,11
Beijing,PM2.5,1/21/2015 20:00,2015,1,21,20,34
Beijing,PM2.5,1/21/2015 21:00,2015,1,21,21,42
Beijing,PM2.5,1/21/2015 22:00,2015,1,21,22,26
Beijing,PM2.5,1/21/2015 23:00,2015,1,21,23,31
Beijing,PM2.5,1/21/2015 3:00,2015,1,21,3,9
Beijing,PM2.5,1/21/2015 4:00,2015,1,21,4,8
Beijing,PM2.5,1/21/2015 5:00,2015,1,21,5,8
Beijing,PM2.5,1/21/2015 6:00,2015,1,21,6,11
Beijing,PM2.5,1/21/2015 7:00,2015,1,21,7,13
Beijing,PM2.5,1/21/2015 8:00,2015,1,21,8,15
Beijing,PM2.5,1/21/2015 9:00,2015,1,21,9,15
Beijing,PM2.5,1/22/2015 0:00,2015,1,22,0,36
Beijing,PM2.5,1/22/2015 1:00,2015,1,22,1,44
Beijing,PM2.5,1/22/2015 10:00,2015,1,22,10,186
Beijing,PM2.5,1/22/2015 11:00,2015,1,22,11,158
Beijing,PM2.5,1/22/2015 12:00,2015,1,22,12,143
Beijing,PM2.5,1/22/2015 13:00,2015,1,22,13,145
Beijing,PM2.5,1/22/2015 14:00,2015,1,22,14,133
Beijing,PM2.5,1/22/2015 15:00,2015,1,22,15,101
Beijing,PM2.5,1/22/2015 16:00,2015,1,22,16,160
Beijing,PM2.5,1/22/2015 17:00,2015,1,22,17,228
Beijing,PM2.5,1/22/2015 18:00,2015,1,22,18,179
Beijing,PM2.5,1/22/2015 19:00,2015,1,22,19,178
Beijing,PM2.5,1/22/2015 2:00,2015,1,22,2,26
Beijing,PM2.5,1/22/2015 20:00,2015,1,22,20,171
Beijing,PM2.5,1/22/2015 21:00,2015,1,22,21,167
Beijing,PM2.5,1/22/2015 22:00,2015,1,22,22,168
Beijing,PM2.5,1/22/2015 23:00,2015,1,22,23,235
Beijing,PM2.5,1/22/2015 3:00,2015,1,22,3,35
Beijing,PM2.5,1/22/2015 4:00,2015,1,22,4,41
Beijing,PM2.5,1/22/2015 5:00,2015,1,22,5,35
Beijing,PM2.5,1/22/2015 6:00,2015,1,22,6,40
Beijing,PM2.5,1/22/2015 7:00,2015,1,22,7,64
Beijing,PM2.5,1/22/2015 8:00,2015,1,22,8,99
Beijing,PM2.5,1/22/2015 9:00,2015,1,22,9,163
Beijing,PM2.5,1/23/2015 0:00,2015,1,23,0,300
Beijing,PM2.5,1/23/2015 1:00,2015,1,23,1,292
Beijing,PM2.5,1/23/2015 10:00,2015,1,23,10,186
Beijing,PM2.5,1/23/2015 11:00,2015,1,23,11,198
Beijing,PM2.5,1/23/2015 12:00,2015,1,23,12,194
Beijing,PM2.5,1/23/2015 13:00,2015,1,23,13,196
Beijing,PM2.5,1/23/2015 14:00,2015,1,23,14,212
Beijing,PM2.5,1/23/2015 15:00,2015,1,23,15,211
Beijing,PM2.5,1/23/2015 16:00,2015,1,23,16,227
Beijing,PM2.5,1/23/2015 17:00,2015,1,23,17,242
Beijing,PM2.5,1/23/2015 18:00,2015,1,23,18,241
Beijing,PM2.5,1/23/2015 19:00,2015,1,23,19,257
Beijing,PM2.5,1/23/2015 2:00,2015,1,23,2,253
Beijing,PM2.5,1/23/2015 20:00,2015,1,23,20,244
Beijing,PM2.5,1/23/2015 21:00,2015,1,23,21,287
Beijing,PM2.5,1/23/2015 22:00,2015,1,23,22,280
Beijing,PM2.5,1/23/2015 23:00,2015,1,23,23,254
Beijing,PM2.5,1/23/2015 3:00,2015,1,23,3,217
Beijing,PM2.5,1/23/2015 4:00,2015,1,23,4,196
Beijing,PM2.5,1/23/2015 5:00,2015,1,23,5,188
Beijing,PM2.5,1/23/2015 6:00,2015,1,23,6,190
Beijing,PM2.5,1/23/2015 7:00,2015,1,23,7,201
Beijing,PM2.5,1/23/2015 8:00,2015,1,23,8,193
Beijing,PM2.5,1/23/2015 9:00,2015,1,23,9,193
Beijing,PM2.5,1/24/2015 0:00,2015,1,24,0,90
Beijing,PM2.5,1/24/2015 1:00,2015,1,24,1,48
Beijing,PM2.5,1/24/2015 10:00,2015,1,24,10,126
Beijing,PM2.5,1/24/2015 11:00,2015,1,24,11,112
Beijing,PM2.5,1/24/2015 12:00,2015,1,24,12,109
Beijing,PM2.5,1/24/2015 13:00,2015,1,24,13,102
Beijing,PM2.5,1/24/2015 14:00,2015,1,24,14,93
Beijing,PM2.5,1/24/2015 15:00,2015,1,24,15,93
Beijing,PM2.5,1/24/2015 16:00,2015,1,24,16,98
Beijing,PM2.5,1/24/2015 17:00,2015,1,24,17,103
Beijing,PM2.5,1/24/2015 18:00,2015,1,24,18,79
Beijing,PM2.5,1/24/2015 19:00,2015,1,24,19,77
Beijing,PM2.5,1/24/2015 2:00,2015,1,24,2,35
Beijing,PM2.5,1/24/2015 20:00,2015,1,24,20,81
Beijing,PM2.5,1/24/2015 21:00,2015,1,24,21,76
Beijing,PM2.5,1/24/2015 22:00,2015,1,24,22,96
Beijing,PM2.5,1/24/2015 23:00,2015,1,24,23,100
Beijing,PM2.5,1/24/2015 3:00,2015,1,24,3,20
Beijing,PM2.5,1/24/2015 4:00,2015,1,24,4,38
Beijing,PM2.5,1/24/2015 5:00,2015,1,24,5,21
Beijing,PM2.5,1/24/2015 6:00,2015,1,24,6,28
Beijing,PM2.5,1/24/2015 7:00,2015,1,24,7,90
Beijing,PM2.5,1/24/2015 8:00,2015,1,24,8,100
Beijing,PM2.5,1/24/2015 9:00,2015,1,24,9,106
Beijing,PM2.5,1/25/2015 0:00,2015,1,25,0,95
Beijing,PM2.5,1/25/2015 1:00,2015,1,25,1,86
Beijing,PM2.5,1/25/2015 10:00,2015,1,25,10,110
Beijing,PM2.5,1/25/2015 11:00,2015,1,25,11,118
Beijing,PM2.5,1/25/2015 12:00,2015,1,25,12,129
Beijing,PM2.5,1/25/2015 14:00,2015,1,25,14,127
Beijing,PM2.5,1/25/2015 15:00,2015,1,25,15,127
Beijing,PM2.5,1/25/2015 16:00,2015,1,25,16,141
Beijing,PM2.5,1/25/2015 17:00,2015,1,25,17,178
Beijing,PM2.5,1/25/2015 18:00,2015,1,25,18,177
Beijing,PM2.5,1/25/2015 19:00,2015,1,25,19,177
Beijing,PM2.5,1/25/2015 2:00,2015,1,25,2,83
Beijing,PM2.5,1/25/2015 20:00,2015,1,25,20,190
Beijing,PM2.5,1/25/2015 21:00,2015,1,25,21,186
Beijing,PM2.5,1/25/2015 22:00,2015,1,25,22,204
