Site,Parameter,Date (LST),Year,Month,Day,Hour,Value
Beijing,PM2.5,2010/1/17 3:00,2010,1,17,3,150
Beijing,PM2.5,2010/1/17 4:00,2010,1,17,4,148
Beijing,PM2.5,2010/1/17 5:00,2010,1,17,5,208
Beijing,PM2.5,2010/1/17 6:00,2010,1,17,6,209
Beijing,PM2.5,2010/1/17 7:00,2010,1,17,7,183
Beijing,PM2.5,2010/1/17 8:00,2010,1,17,8,161
Beijing,PM2.5,2010/1/17 9:00,2010,1,17,9,182
Beijing,PM2.5,2010/1/17 10:00,2010,1,17,10,230
Beijing,PM2.5,2010/1/17 11:00,2010,1,17,11,170
Beijing,PM2.5,2010/1/17 12:00,2010,1,17,12,172
Beijing,PM2.5,2010/1/17 13:00,2010,1,17,13,154
Beijing,PM2.5,2010/1/17 14:00,2010,1,17,14,166
Beijing,PM2.5,2010/1/17 15:00,2010,1,17,15,177
Beijing,PM2.5,2010/1/17 16:00,2010,1,17,16,191
Beijing,PM2.5,2010/1/17 17:00,2010,1,17,17,212
Beijing,PM2.5,2010/1/17 18:00,2010,1,17,18,250
Beijing,PM2.5,2010/1/17 19:00,2010,1,17,19,268
Beijing,PM2.5,2010/1/17 20:00,2010,1,17,20,317
Beijing,PM2.5,2010/1/17 21:00,2010,1,17,21,291
Beijing,PM2.5,2010/1/17 22:00,2010,1,17,22,313
Beijing,PM2.5,2010/1/17 23:00,2010,1,17,23,282
Beijing,PM2.5,2010/1/18 0:00,2010,1,18,0,282
Beijing,PM2.5,2010/1/18 1:00,2010,1,18,1,303
Beijing,PM2.5,2010/1/18 2:00,2010,1,18,2,349
Beijing,PM2.5,2010/1/18 3:00,2010,1,18,3,407
Beijing,PM2.5,2010/1/18 4:00,2010,1,18,4,361
Beijing,PM2.5,2010/1/18 5:00,2010,1,18,5,234
Beijing,PM2.5,2010/1/18 6:00,2010,1,18,6,149
Beijing,PM2.5,2010/1/18 7:00,2010,1,18,7,147
Beijing,PM2.5,2010/1/18 8:00,2010,1,18,8,184
Beijing,PM2.5,2010/1/18 9:00,2010,1,18,9,161
Beijing,PM2.5,2010/1/18 10:00,2010,1,18,10,137
Beijing,PM2.5,2010/1/18 11:00,2010,1,18,11,146
Beijing,PM2.5,2010/1/18 12:00,2010,1,18,12,144
Beijing,PM2.5,2010/1/18 13:00,2010,1,18,13,154
Beijing,PM2.5,2010/1/18 14:00,2010,1,18,14,173
Beijing,PM2.5,2010/1/18 15:00,2010,1,18,15,188
Beijing,PM2.5,2010/1/18 16:00,2010,1,18,16,203
Beijing,PM2.5,2010/1/18 17:00,2010,1,18,17,233
Beijing,PM2.5,2010/1/18 18:00,2010,1,18,18,408
Beijing,PM2.5,2010/1/18 19:00,2010,1,18,19,435
Beijing,PM2.5,2010/1/18 20:00,2010,1,18,20,403
Beijing,PM2.5,2010/1/18 21:00,2010,1,18,21,360
Beijing,PM2.5,2010/1/18 22:00,2010,1,18,22,402
Beijing,PM2.5,2010/1/18 23:00,2010,1,18,23,358
Beijing,PM2.5,2010/1/19 0:00,2010,1,19,0,383
Beijing,PM2.5,2010/1/19 1:00,2010,1,19,1,332
Beijing,PM2.5,2010/1/19 2:00,2010,1,19,2,274
Beijing,PM2.5,2010/1/19 3:00,2010,1,19,3,256
Beijing,PM2.5,2010/1/19 4:00,2010,1,19,4,302
Beijing,PM2.5,2010/1/19 5:00,2010,1,19,5,330
Beijing,PM2.5,2010/1/19 6:00,2010,1,19,6,367
Beijing,PM2.5,2010/1/19 7:00,2010,1,19,7,297
Beijing,PM2.5,2010/1/19 8:00,2010,1,19,8,331
Beijing,PM2.5,2010/1/19 9:00,2010,1,19,9,323
Beijing,PM2.5,2010/1/19 10:00,2010,1,19,10,339
Beijing,PM2.5,2010/1/19 11:00,2010,1,19,11,301
Beijing,PM2.5,2010/1/19 12:00,2010,1,19,12,310
