Site,Parameter,Date (LST),Year,Month,Day,Hour,Value
Beijing,PM2.5,2008/4/11 8:00,2008,4,11,8,66
Beijing,PM2.5,2008/4/11 9:00,2008,4,11,9,58
Beijing,PM2.5,2008/4/11 10:00,2008,4,11,10,55
Beijing,PM2.5,2008/4/11 11:00,2008,4,11,11,39
Beijing,PM2.5,2008/4/11 12:00,2008,4,11,12,47
Beijing,PM2.5,2008/4/11 13:00,2008,4,11,13,46
Beijing,PM2.5,2008/4/11 14:00,2008,4,11,14,48
Beijing,PM2.5,2008/4/11 15:00,2008,4,11,15,58
Beijing,PM2.5,2008/4/11 16:00,2008,4,11,16,62
Beijing,PM2.5,2008/4/11 17:00,2008,4,11,17,68
Beijing,PM2.5,2008/4/11 18:00,2008,4,11,18,72
Beijing,PM2.5,2008/4/11 19:00,2008,4,11,19,79
Beijing,PM2.5,2008/4/11 20:00,2008,4,11,20,100
Beijing,PM2.5,2008/4/11 21:00,2008,4,11,21,107
Beijing,PM2.5,2008/4/11 22:00,2008,4,11,22,115
Beijing,PM2.5,2008/4/11 23:00,2008,4,11,23,109
Beijing,PM2.5,2008/4/12 0:00,2008,4,12,0,105
Beijing,PM2.5,2008/4/12 1:00,2008,4,12,1,97
Beijing,PM2.5,2008/4/12 2:00,2008,4,12,2,92
Beijing,PM2.5,2008/4/12 3:00,2008,4,12,3,107
Beijing,PM2.5,2008/4/12 4:00,2008,4,12,4,106
Beijing,PM2.5,2008/4/12 5:00,2008,4,12,5,117
Beijing,PM2.5,2008/4/12 6:00,2008,4,12,6,129
Beijing,PM2.5,2008/4/12 7:00,2008,4,12,7,120
Beijing,PM2.5,2008/4/12 8:00,2008,4,12,8,103
Beijing,PM2.5,2008/4/12 9:00,2008,4,12,9,46
Beijing,PM2.5,2008/4/12 10:00,2008,4,12,10,60
Beijing,PM2.5,2008/4/12 11:00,2008,4,12,11,47
Beijing,PM2.5,2008/4/12 12:00,2008,4,12,12,36
Beijing,PM2.5,2008/4/12 13:00,2008,4,12,13,43
Beijing,PM2.5,2008/4/12 14:00,2008,4,12,14,31
Beijing,PM2.5,2008/4/12 15:00,2008,4,12,15,30
Beijing,PM2.5,2008/4/12 16:00,2008,4,12,16,26
Beijing,PM2.5,2008/4/12 17:00,2008,4,12,17,25
Beijing,PM2.5,2008/4/12 18:00,2008,4,12,18,30
Beijing,PM2.5,2008/4/12 19:00,2008,4,12,19,31
Beijing,PM2.5,2008/4/12 20:00,2008,4,12,20,39
Beijing,PM2.5,2008/4/12 21:00,2008,4,12,21,47
Beijing,PM2.5,2008/4/12 22:00,2008,4,12,22,51
Beijing,PM2.5,2008/4/12 23:00,2008,4,12,23,62
Beijing,PM2.5,2008/4/13 0:00,2008,4,13,0,62
Beijing,PM2.5,2008/4/13 1:00,2008,4,13,1,63
Beijing,PM2.5,2008/4/13 2:00,2008,4,13,2,67
Beijing,PM2.5,2008/4/13 3:00,2008,4,13,3,69
Beijing,PM2.5,2008/4/13 4:00,2008,4,13,4,72
Beijing,PM2.5,2008/4/13 5:00,2008,4,13,5,71
Beijing,PM2.5,2008/4/13 6:00,2008,4,13,6,68
Beijing,PM2.5,2008/4/13 7:00,2008,4,13,7,81
Beijing,PM2.5,2008/4/13 8:00,2008,4,13,8,83
Beijing,PM2.5,2008/4/13 9:00,2008,4,13,9,80
Beijing,PM2.5,2008/4/13 10:00,2008,4,13,10,78
Beijing,PM2.5,2008/4/13 11:00,2008,4,13,11,94
Beijing,PM2.5,2008/4/13 12:00,2008,4,13,12,110
Beijing,PM2.5,2008/4/13 13:00,2008,4,13,13,89
Beijing,PM2.5,2008/4/13 14:00,2008,4,13,14,59
Beijing,PM2.5,2008/4/13 15:00,2008,4,13,15,36
Beijing,PM2.5,2008/4/13 16:00,2008,4,13,16,26
Beijing,PM2.5,2008/4/13 17:00,2008,4,13,17,28
Beijing,PM2.5,2008/4/13 18:00,2008,4,13,18,51
Beijing,PM2.5,2008/4/13 19:00,2008,4,13,19,44
Beijing,PM2.5,2008/4/13 20:00,2008,4,13,20,39
Beijing,PM2.5,2008/4/13 21:00,2008,4,13,21,51
Beijing,PM2.5,2008/4/13 22:00,2008,4,13,22,75
Beijing,PM2.5,2008/4/13 23:00,2008,4,13,23,89
Beijing,PM2.5,2008/4/14 0:00,2008,4,14,0,98
Beijing,PM2.5,2008/4/14 1:00,2008,4,14,1,98
Beijing,PM2.5,2008/4/14 2:00,2008,4,14,2,106
Beijing,PM2.5,2008/4/14 3:00,2008,4,14,3,106
Beijing,PM2.5,2008/4/14 4:00,2008,4,14,4,112
Beijing,PM2.5,2008/4/14 5:00,2008,4,14,5,114
Beijing,PM2.5,2008/4/14 6:00,2008,4,14,6,120
Beijing,PM2.5,2008/4/14 7:00,2008,4,14,7,128
Beijing,PM2.5,2008/4/14 8:00,2008,4,14,8,133
Beijing,PM2.5,2008/4/14 9:00,2008,4,14,9,110
Beijing,PM2.5,2008/4/14 10:00,2008,4,14,10,122
Beijing,PM2.5,2008/4/14 11:00,2008,4,14,11,153
Beijing,PM2.5,2008/4/14 12:00,2008,4,14,12,108
Beijing,PM2.5,2008/4/14 13:00,2008,4,14,13,109
Beijing,PM2.5,2008/4/14 14:00,2008,4,14,14,81
Beijing,PM2.5,2008/4/14 15:00,2008,4,14,15,77
Beijing,PM2.5,2008/4/14 16:00,2008,4,14,16,63
Beijing,PM2.5,2008/4/14 17:00,2008,4,14,17,79
Beijing,PM2.5,2008/4/14 18:00,2008,4,14,18,103
Beijing,PM2.5,2008/4/14 19:00,2008,4,14,19,123
Beijing,PM2.5,2008/4/14 20:00,2008,4,14,20,125
Beijing,PM2.5,2008/4/14 21:00,2008,4,14,21,148
Beijing,PM2.5,2008/4/14 22:00,2008,4,14,22,156
Beijing,PM2.5,2008/4/14 23:00,2008,4,14,23,157
Beijing,PM2.5,2008/4/15 0:00,2008,4,15,0,152
Beijing,PM2.5,2008/4/15 1:00,2008,4,15,1,168
Beijing,PM2.5,2008/4/15 2:00,2008,4,15,2,171
Beijing,PM2.5,2008/4/15 3:00,2008,4,15,3,154
Beijing,PM2.5,2008/4/15 4:00,2008,4,15,4,151
Beijing,PM2.5,2008/4/15 5:00,2008,4,15,5,146
Beijing,PM2.5,2008/4/15 6:00,2008,4,15,6,143
Beijing,PM2.5,2008/4/15 7:00,2008,4,15,7,152
Beijing,PM2.5,2008/4/15 8:00,2008,4,15,8,176
Beijing,PM2.5,2008/4/15 9:00,2008,4,15,9,192
Beijing,PM2.5,2008/4/15 10:00,2008,4,15,10,195
Beijing,PM2.5,2008/4/15 11:00,2008,4,15,11,208
Beijing,PM2.5,2008/4/15 12:00,2008,4,15,12,216
Beijing,PM2.5,2008/4/15 13:00,2008,4,15,13,197
Beijing,PM2.5,2008/4/15 14:00,2008,4,15,14,180
Beijing,PM2.5,2008/4/15 15:00,2008,4,15,15,161
Beijing,PM2.5,2008/4/15 16:00,2008,4,15,16,166
Beijing,PM2.5,2008/4/15 17:00,2008,4,15,17,167
Beijing,PM2.5,2008/4/15 18:00,2008,4,15,18,168
Beijing,PM2.5,2008/4/15 19:00,2008,4,15,19,178
Beijing,PM2.5,2008/4/15 20:00,2008,4,15,20,192
Beijing,PM2.5,2008/4/15 21:00,2008,4,15,21,220
Beijing,PM2.5,2008/4/15 22:00,2008,4,15,22,231
Beijing,PM2.5,2008/4/15 23:00,2008,4,15,23,251
Beijing,PM2.5,2008/4/16 0:00,2008,4,16,0,263
Beijing,PM2.5,2008/4/16 1:00,2008,4,16,1,232
Beijing,PM2.5,2008/4/16 2:00,2008,4,16,2,203
Beijing,PM2.5,2008/4/16 3:00,2008,4,16,3,197
Beijing,PM2.5,2008/4/16 4:00,2008,4,16,4,200
Beijing,PM2.5,2008/4/16 5:00,2008,4,16,5,212
Beijing,PM2.5,2008/4/16 6:00,2008,4,16,6,218
Beijing,PM2.5,2008/4/16 7:00,2008,4,16,7,234
Beijing,PM2.5,2008/4/16 8:00,2008,4,16,8,256
Beijing,PM2.5,2008/4/16 9:00,2008,4,16,9,257
Beijing,PM2.5,2008/4/16 10:00,2008,4,16,10,273
Beijing,PM2.5,2008/4/16 11:00,2008,4,16,11,245
Beijing,PM2.5,2008/4/16 12:00,2008,4,16,12,245
Beijing,PM2.5,2008/4/16 13:00,2008,4,16,13,155
Beijing,PM2.5,2008/4/16 14:00,2008,4,16,14,116
Beijing,PM2.5,2008/4/16 15:00,2008,4,16,15,128
Beijing,PM2.5,2008/4/16 16:00,2008,4,16,16,115
Beijing,PM2.5,2008/4/16 17:00,2008,4,16,17,130
Beijing,PM2.5,2008/4/16 18:00,2008,4,16,18,147
Beijing,PM2.5,2008/4/16 19:00,2008,4,16,19,179
Beijing,PM2.5,2008/4/16 20:00,2008,4,16,20,175
Beijing,PM2.5,2008/4/16 21:00,2008,4,16,21,188
Beijing,PM2.5,2008/4/16 22:00,2008,4,16,22,202
Beijing,PM2.5,2008/4/16 23:00,2008,4,16,23,212
Beijing,PM2.5,2008/4/17 0:00,2008,4,17,0,217
Beijing,PM2.5,2008/4/17 1:00,2008,4,17,1,227
Beijing,PM2.5,2008/4/17 2:00,2008,4,17,2,225
Beijing,PM2.5,2008/4/17 3:00,2008,4,17,3,236
Beijing,PM2.5,2008/4/17 4:00,2008,4,17,4,237
Beijing,PM2.5,2008/4/17 5:00,2008,4,17,5,228
Beijing,PM2.5,2008/4/17 6:00,2008,4,17,6,220
Beijing,PM2.5,2008/4/17 7:00,2008,4,17,7,217
Beijing,PM2.5,2008/4/17 8:00,2008,4,17,8,230
Beijing,PM2.5,2008/4/17 9:00,2008,4,17,9,231
Beijing,PM2.5,2008/4/17 10:00,2008,4,17,10,237
Beijing,PM2.5,2008/4/17 11:00,2008,4,17,11,247
Beijing,PM2.5,2008/4/17 12:00,2008,4,17,12,202
Beijing,PM2.5,2008/4/17 13:00,2008,4,17,13,154
Beijing,PM2.5,2008/4/17 14:00,2008,4,17,14,142
Beijing,PM2.5,2008/4/17 15:00,2008,4,17,15,119
Beijing,PM2.5,2008/4/17 16:00,2008,4,17,16,104
Beijing,PM2.5,2008/4/17 17:00,2008,4,17,17,115
Beijing,PM2.5,2008/4/17 18:00,2008,4,17,18,132
Beijing,PM2.5,2008/4/17 19:00,2008,4,17,19,124
Beijing,PM2.5,2008/4/17 20:00,2008,4,17,20,123
Beijing,PM2.5,2008/4/17 21:00,2008,4,17,21,111
Beijing,PM2.5,2008/4/17 22:00,2008,4,17,22,108
Beijing,PM2.5,2008/4/17 23:00,2008,4,17,23,113
Beijing,PM2.5,2008/4/18 0:00,2008,4,18,0,121
Beijing,PM2.5,2008/4/18 1:00,2008,4,18,1,128
Beijing,PM2.5,2008/4/18 2:00,2008,4,18,2,131
Beijing,PM2.5,2008/4/18 3:00,2008,4,18,3,127
Beijing,PM2.5,2008/4/18 4:00,2008,4,18,4,139
Beijing,PM2.5,2008/4/18 5:00,2008,4,18,5,139
Beijing,PM2.5,2008/4/18 6:00,2008,4,18,6,144
Beijing,PM2.5,2008/4/18 7:00,2008,4,18,7,162
Beijing,PM2.5,2008/4/18 8:00,2008,4,18,8,201
Beijing,PM2.5,2008/4/18 9:00,2008,4,18,9,610
Beijing,PM2.5,2008/4/18 10:00,2008,4,18,10,273
Beijing,PM2.5,2008/4/18 11:00,2008,4,18,11,153
Beijing,PM2.5,2008/4/18 12:00,2008,4,18,12,148
Beijing,PM2.5,2008/4/18 13:00,2008,4,18,13,132
Beijing,PM2.5,2008/4/18 14:00,2008,4,18,14,123
Beijing,PM2.5,2008/4/18 15:00,2008,4,18,15,133
Beijing,PM2.5,2008/4/18 16:00,2008,4,18,16,116
Beijing,PM2.5,2008/4/18 17:00,2008,4,18,17,164
Beijing,PM2.5,2008/4/18 18:00,2008,4,18,18,131
Beijing,PM2.5,2008/4/18 19:00,2008,4,18,19,134
Beijing,PM2.5,2008/4/18 20:00,2008,4,18,20,121
Beijing,PM2.5,2008/4/18 21:00,2008,4,18,21,125
Beijing,PM2.5,2008/4/18 22:00,2008,4,18,22,153
Beijing,PM2.5,2008/4/18 23:00,2008,4,18,23,159
Beijing,PM2.5,2008/4/19 0:00,2008,4,19,0,167
Beijing,PM2.5,2008/4/19 1:00,2008,4,19,1,160
Beijing,PM2.5,2008/4/19 2:00,2008,4,19,2,154
Beijing,PM2.5,2008/4/19 3:00,2008,4,19,3,178
Beijing,PM2.5,2008/4/19 4:00,2008,4,19,4,204
Beijing,PM2.5,2008/4/19 5:00,2008,4,19,5,203
Beijing,PM2.5,2008/4/19 6:00,2008,4,19,6,194
Beijing,PM2.5,2008/4/19 7:00,2008,4,19,7,157
Beijing,PM2.5,2008/4/19 8:00,2008,4,19,8,144
Beijing,PM2.5,2008/4/19 9:00,2008,4,19,9,146
Beijing,PM2.5,2008/4/19 10:00,2008,4,19,10,139
Beijing,PM2.5,2008/4/19 11:00,2008,4,19,11,157
Beijing,PM2.5,2008/4/19 12:00,2008,4,19,12,180
Beijing,PM2.5,2008/4/19 13:00,2008,4,19,13,196
Beijing,PM2.5,2008/4/19 14:00,2008,4,19,14,165
Beijing,PM2.5,2008/4/19 15:00,2008,4,19,15,155
Beijing,PM2.5,2008/4/19 16:00,2008,4,19,16,169
Beijing,PM2.5,2008/4/19 17:00,2008,4,19,17,160
Beijing,PM2.5,2008/4/19 18:00,2008,4,19,18,116
Beijing,PM2.5,2008/4/19 19:00,2008,4,19,19,77
Beijing,PM2.5,2008/4/19 20:00,2008,4,19,20,73
Beijing,PM2.5,2008/4/19 21:00,2008,4,19,21,73
Beijing,PM2.5,2008/4/19 22:00,2008,4,19,22,63
Beijing,PM2.5,2008/4/19 23:00,2008,4,19,23,52
Beijing,PM2.5,2008/4/20 0:00,2008,4,20,0,63
Beijing,PM2.5,2008/4/20 1:00,2008,4,20,1,69
Beijing,PM2.5,2008/4/20 2:00,2008,4,20,2,89
Beijing,PM2.5,2008/4/20 3:00,2008,4,20,3,99
Beijing,PM2.5,2008/4/20 4:00,2008,4,20,4,82
Beijing,PM2.5,2008/4/20 5:00,2008,4,20,5,73
Beijing,PM2.5,2008/4/20 6:00,2008,4,20,6,64
Beijing,PM2.5,2008/4/20 7:00,2008,4,20,7,52
Beijing,PM2.5,2008/4/20 8:00,2008,4,20,8,60
Beijing,PM2.5,2008/4/20 9:00,2008,4,20,9,48
Beijing,PM2.5,2008/4/20 10:00,2008,4,20,10,53
Beijing,PM2.5,2008/4/20 11:00,2008,4,20,11,67
Beijing,PM2.5,2008/4/20 12:00,2008,4,20,12,71
Beijing,PM2.5,2008/4/20 13:00,2008,4,20,13,45
Beijing,PM2.5,2008/4/20 14:00,2008,4,20,14,39
Beijing,PM2.5,2008/4/20 15:00,2008,4,20,15,48
Beijing,PM2.5,2008/4/20 16:00,2008,4,20,16,46
Beijing,PM2.5,2008/4/20 17:00,2008,4,20,17,37
Beijing,PM2.5,2008/4/20 18:00,2008,4,20,18,49
Beijing,PM2.5,2008/4/20 19:00,2008,4,20,19,54
Beijing,PM2.5,2008/4/20 20:00,2008,4,20,20,51
Beijing,PM2.5,2008/4/20 21:00,2008,4,20,21,49
Beijing,PM2.5,2008/4/20 22:00,2008,4,20,22,44
Beijing,PM2.5,2008/4/20 23:00,2008,4,20,23,33
Beijing,PM2.5,2008/4/21 0:00,2008,4,21,0,41
Beijing,PM2.5,2008/4/21 1:00,2008,4,21,1,27
Beijing,PM2.5,2008/4/21 2:00,2008,4,21,2,17
Beijing,PM2.5,2008/4/21 3:00,2008,4,21,3,20
Beijing,PM2.5,2008/4/21 4:00,2008,4,21,4,22
Beijing,PM2.5,2008/4/21 5:00,2008,4,21,5,15
Beijing,PM2.5,2008/4/21 6:00,2008,4,21,6,13
Beijing,PM2.5,2008/4/21 7:00,2008,4,21,7,13
Beijing,PM2.5,2008/4/21 8:00,2008,4,21,8,25
Beijing,PM2.5,2008/4/21 9:00,2008,4,21,9,24
Beijing,PM2.5,2008/4/21 10:00,2008,4,21,10,20
Beijing,PM2.5,2008/4/21 11:00,2008,4,21,11,28
Beijing,PM2.5,2008/4/21 12:00,2008,4,21,12,26
Beijing,PM2.5,2008/4/21 13:00,2008,4,21,13,25
Beijing,PM2.5,2008/4/21 14:00,2008,4,21,14,28
Beijing,PM2.5,2008/4/21 15:00,2008,4,21,15,23
Beijing,PM2.5,2008/4/21 16:00,2008,4,21,16,28
Beijing,PM2.5,2008/4/21 17:00,2008,4,21,17,19
Beijing,PM2.5,2008/4/21 18:00,2008,4,21,18,28
Beijing,PM2.5,2008/4/21 19:00,2008,4,21,19,31
Beijing,PM2.5,2008/4/21 20:00,2008,4,21,20,33
Beijing,PM2.5,2008/4/21 21:00,2008,4,21,21,36
Beijing,PM2.5,2008/4/21 22:00,2008,4,21,22,47
Beijing,PM2.5,2008/4/21 23:00,2008,4,21,23,64
Beijing,PM2.5,2008/4/22 0:00,2008,4,22,0,60
Beijing,PM2.5,2008/4/22 1:00,2008,4,22,1,55
Beijing,PM2.5,2008/4/22 2:00,2008,4,22,2,54
Beijing,PM2.5,2008/4/22 3:00,2008,4,22,3,55
Beijing,PM2.5,2008/4/22 4:00,2008,4,22,4,64
Beijing,PM2.5,2008/4/22 5:00,2008,4,22,5,46
Beijing,PM2.5,2008/4/22 6:00,2008,4,22,6,17
Beijing,PM2.5,2008/4/22 7:00,2008,4,22,7,26
Beijing,PM2.5,2008/4/22 8:00,2008,4,22,8,27
Beijing,PM2.5,2008/4/22 9:00,2008,4,22,9,32
Beijing,PM2.5,2008/4/22 10:00,2008,4,22,10,24
Beijing,PM2.5,2008/4/22 11:00,2008,4,22,11,28
Beijing,PM2.5,2008/4/22 12:00,2008,4,22,12,26
Beijing,PM2.5,2008/4/22 13:00,2008,4,22,13,24
Beijing,PM2.5,2008/4/22 14:00,2008,4,22,14,22
Beijing,PM2.5,2008/4/22 15:00,2008,4,22,15,22
Beijing,PM2.5,2008/4/22 16:00,2008,4,22,16,29
Beijing,PM2.5,2008/4/22 17:00,2008,4,22,17,18
Beijing,PM2.5,2008/4/22 18:00,2008,4,22,18,15
Beijing,PM2.5,2008/4/22 19:00,2008,4,22,19,16
Beijing,PM2.5,2008/4/22 20:00,2008,4,22,20,13
Beijing,PM2.5,2008/4/22 21:00,2008,4,22,21,22
Beijing,PM2.5,2008/4/22 22:00,2008,4,22,22,21
Beijing,PM2.5,2008/4/22 23:00,2008,4,22,23,25
Beijing,PM2.5,2008/4/23 0:00,2008,4,23,0,26
Beijing,PM2.5,2008/4/23 1:00,2008,4,23,1,27
Beijing,PM2.5,2008/4/23 2:00,2008,4,23,2,27
Beijing,PM2.5,2008/4/23 3:00,2008,4,23,3,20
Beijing,PM2.5,2008/4/23 4:00,2008,4,23,4,23
Beijing,PM2.5,2008/4/23 5:00,2008,4,23,5,25
Beijing,PM2.5,2008/4/23 6:00,2008,4,23,6,26
Beijing,PM2.5,2008/4/23 7:00,2008,4,23,7,39
Beijing,PM2.5,2008/4/23 8:00,2008,4,23,8,36
Beijing,PM2.5,2008/4/23 9:00,2008,4,23,9,32
Beijing,PM2.5,2008/4/23 10:00,2008,4,23,10,32
Beijing,PM2.5,2008/4/23 11:00,2008,4,23,11,25
Beijing,PM2.5,2008/4/23 12:00,2008,4,23,12,28
Beijing,PM2.5,2008/4/23 13:00,2008,4,23,13,31
Beijing,PM2.5,2008/4/23 14:00,2008,4,23,14,28
Beijing,PM2.5,2008/4/23 15:00,2008,4,23,15,28
Beijing,PM2.5,2008/4/23 16:00,2008,4,23,16,29
Beijing,PM2.5,2008/4/23 17:00,2008,4,23,17,26
Beijing,PM2.5,2008/4/23 18:00,2008,4,23,18,33
Beijing,PM2.5,2008/4/23 19:00,2008,4,23,19,44
Beijing,PM2.5,2008/4/23 20:00,2008,4,23,20,54
Beijing,PM2.5,2008/4/23 21:00,2008,4,23,21,57
Beijing,PM2.5,2008/4/23 22:00,2008,4,23,22,62
Beijing,PM2.5,2008/4/23 23:00,2008,4,23,23,66
Beijing,PM2.5,2008/4/24 0:00,2008,4,24,0,79
Beijing,PM2.5,2008/4/24 1:00,2008,4,24,1,88
Beijing,PM2.5,2008/4/24 2:00,2008,4,24,2,80
Beijing,PM2.5,2008/4/24 3:00,2008,4,24,3,63
Beijing,PM2.5,2008/4/24 4:00,2008,4,24,4,43
Beijing,PM2.5,2008/4/24 5:00,2008,4,24,5,51
Beijing,PM2.5,2008/4/24 6:00,2008,4,24,6,72
Beijing,PM2.5,2008/4/24 7:00,2008,4,24,7,73
Beijing,PM2.5,2008/4/24 8:00,2008,4,24,8,67
Beijing,PM2.5,2008/4/24 9:00,2008,4,24,9,66
Beijing,PM2.5,2008/4/24 10:00,2008,4,24,10,74
Beijing,PM2.5,2008/4/24 11:00,2008,4,24,11,69
Beijing,PM2.5,2008/4/24 12:00,2008,4,24,12,83
Beijing,PM2.5,2008/4/24 13:00,2008,4,24,13,88
Beijing,PM2.5,2008/4/24 14:00,2008,4,24,14,88
Beijing,PM2.5,2008/4/24 15:00,2008,4,24,15,105
Beijing,PM2.5,2008/4/24 16:00,2008,4,24,16,72
Beijing,PM2.5,2008/4/24 17:00,2008,4,24,17,61
Beijing,PM2.5,2008/4/24 18:00,2008,4,24,18,62
Beijing,PM2.5,2008/4/24 19:00,2008,4,24,19,75
Beijing,PM2.5,2008/4/24 20:00,2008,4,24,20,79
Beijing,PM2.5,2008/4/24 21:00,2008,4,24,21,78
Beijing,PM2.5,2008/4/24 22:00,2008,4,24,22,94
Beijing,PM2.5,2008/4/24 23:00,2008,4,24,23,113
Beijing,PM2.5,2008/4/25 0:00,2008,4,25,0,110
Beijing,PM2.5,2008/4/25 1:00,2008,4,25,1,99
Beijing,PM2.5,2008/4/25 2:00,2008,4,25,2,66
Beijing,PM2.5,2008/4/25 3:00,2008,4,25,3,76
Beijing,PM2.5,2008/4/25 4:00,2008,4,25,4,65
Beijing,PM2.5,2008/4/25 5:00,2008,4,25,5,50
Beijing,PM2.5,2008/4/25 6:00,2008,4,25,6,38
Beijing,PM2.5,2008/4/25 7:00,2008,4,25,7,28
Beijing,PM2.5,2008/4/25 8:00,2008,4,25,8,27
Beijing,PM2.5,2008/4/25 9:00,2008,4,25,9,34
Beijing,PM2.5,2008/4/25 10:00,2008,4,25,10,35
Beijing,PM2.5,2008/4/25 11:00,2008,4,25,11,125
Beijing,PM2.5,2008/4/25 12:00,2008,4,25,12,79
Beijing,PM2.5,2008/4/25 13:00,2008,4,25,13,89
Beijing,PM2.5,2008/4/25 14:00,2008,4,25,14,73
Beijing,PM2.5,2008/4/25 15:00,2008,4,25,15,99
Beijing,PM2.5,2008/4/25 16:00,2008,4,25,16,94
Beijing,PM2.5,2008/4/25 17:00,2008,4,25,17,69
Beijing,PM2.5,2008/4/25 18:00,2008,4,25,18,51
Beijing,PM2.5,2008/4/25 19:00,2008,4,25,19,48
Beijing,PM2.5,2008/4/25 20:00,2008,4,25,20,29
Beijing,PM2.5,2008/4/25 21:00,2008,4,25,21,35
Beijing,PM2.5,2008/4/25 22:00,2008,4,25,22,46
Beijing,PM2.5,2008/4/25 23:00,2008,4,25,23,33
Beijing,PM2.5,2008/4/26 0:00,2008,4,26,0,28
Beijing,PM2.5,2008/4/26 1:00,2008,4,26,1,21
Beijing,PM2.5,2008/4/26 2:00,2008,4,26,2,26
Beijing,PM2.5,2008/4/26 3:00,2008,4,26,3,48
Beijing,PM2.5,2008/4/26 4:00,2008,4,26,4,42
